,QueryID,Query,Query_GrpID
388,388,"Is there any kind of product that can dissolve the glue? The thing is, I've managed to glue my carpet to the floor and now I have to separate it somehow.",15
389,389,How to remove glue from a rug? I have managed to detach the glued carpet from the floor but not it's so messy.,15
390,390,How can I separate the glued carpet from the floor without tearing it up? It's rather weak.,15
391,391,Is it a good idea to use acetone to remove the glue from the rug?,15
392,392,My carpet fell on a glue mixture and now it is stuck. How can I go about this situation?,15
393,393,I need to throw out my old stove. I can't just leave it by the dumpster. What do I do?,16
394,394,I want to throw away my old bed. How can I do that?,16
395,395,What do I do if i have some really large objects I want to get rid of (old closet and couch). Can I just put them out for the garbage truck?,16
396,396,I moved into an old house and there is some stuff that I don't want (worn out old furniture). How can I remove it. Do the usual garbage people handle it?,16
397,397,Will my garbage truck take away larger objects if i leave them outside?,16
398,398,I need to get rid of a huge old bathtub. What do I do?,16
399,399,"I'm renovating my house and I have a old fridge that i wanna throw away. What's the procedure, do I have to call some special service?",16
400,400,How do dispose of a pool table that I no longer need?,16
401,401,I need to get rid of an ancient fridge. Where can I toss it off?,16
402,402,"How do I get rid of old furniture (noone wishes to take it, it's very old). Is there a service I can call?",16
403,403,Is there a junkyard to which I can send an old couch?,16
404,404,Does anyone know a junkyards that offers taking and transporting large garbage from the address?,16
405,405,I have three tons of old furniture to get rid off. Who do I call?,16
406,406,Is there a service for large waste I can call? I want to throw away an empty 500L iron tank.,16
407,407,I have seven barrels of radioactive material that I want to throw away. Can I just leave them near the dumpster?,16
408,408,Who takes care of large toxic waste in this town? I have hundreds of liters of explosive liquid that I'd like to loose.,16
409,409,Where I can find some general information about disposing of bulky waste?,16
410,410,How to dispose of old appliances such as refrigerators and ovens?,16
411,411,I've heard that bulky waste is collected on a regular basis in almost every city. Is it possible for Toronto?,16
412,412,Do you need to prepare discarded furnuture in some way or just leave them for the waste collection workers to pick it up?,16
413,413,How much does the bulky waste collection cost? Or is it free?,16
414,414,I am renovating my bathrooms so I have a few toilets and tubs I need to dispose. What are the best practices?,16
415,415,Is bulky waste treated in a different way by the waste management workers or not?,16
416,416,How can you properly get rid of old furniture?,16
417,417,I have a swimming pool. I need to increase the ph value of the wtaer. How do I go about this?,17
418,418,How can I make the ph of my swimming pool water higher.,17
419,419,Due to safety regulations I have to increase ph in my pool. What do I need to add into the water to achieve this?,17
420,420,Experts inspecting my pool told me the water has low ph. How do I rectify this?,17
421,421,I measured ph in my pool and its less than it should be according to guidelines. Can I fix this somehow?,17
422,422,What can I add into the water (of my indoor swimming pool) to make its ph rise?,17
423,423,"The ph value of my pool water has to be higher. How do I go about increasing it (I suppose i should add something into the water, but what?)",17
424,424,"I've been told my pool has low ph, help!",17
425,425,Sanitary inspection found that the water in my pool is too acidic. How do I raise it's pH?,17
426,426,I need to make the water in my pool more alcalic. How on Earth do I do that?,17
427,427,I'm the caretaker of a small public pool in Miami Central and recently I've been told that the water is too acidic and that I need to make it pH neutral. How?,17
428,428,"Help me, I need to raise the pH level of the pool water",17
429,429,What causes the acidity of the pool water? I need to eliminate these factors in order to make the water pH neutral.,17
430,430,The water in my pool is too acidic for the children health. What can I do to make it more alcalic?,17
431,431,I got some terrible rash due to the too low pH factor of the water in my pool. How do I raise the pH of the water?,17
432,432,"What's wrong with my pool water, it's pH is 3.5. How do I get it up to 5.5?",17
433,433,I have this weird situation - I need to increase the pH value of water in my pool. How should I do it?,17
434,434,What's the most effortless way to change the pH value of water?,17
435,435,Are there some special mixtures which can alter the water's pH value?,17
436,436,I have a medical condition so I need to bathe in a water of higher pH value. How can one achieve this without paying a load of money?,17
437,437,I've done a pool water analysis and found out that it has a rather low pH value. Standards require a higher one so I need an advice on how to increase it.,17
438,438,Is it expensive to change the water's pH value and how do you do it (please tell me in simple terms)?,17
439,439,Can pool water's pH value be changed easily?,17
440,440,What's the first step in changing the water's pH value?,17
441,441,My wooden wall is full of water stains. How can I clean it up?,18
442,442,My daughter spilled coffee on our wooden table. What is the most effective way to get them out?,18
443,443,Last night we spilled an almost entire bottle of wine on our table (its made of wood). Can I somehow clean this up?,18
444,444,Getting stains out of wooden chair.,18
445,445,"I cut my hand a bit above our wooden counter. Now there are small red spots on it, how do I go about getting rid of them?",18
446,446,How to remove stains from a wooden floor?,18
447,447,Cleaning stains (caused by hot chocolate :) from a closet made of wood.,18
448,448,My walls are made of wood. Is there any effective ways to remove stains from them?,18
449,449,I have ketchup stains deep in my wooden floor. Any way of removing these without changing the floor?,18
450,450,"Friend cheaply bought a house because it was a murder scene. However, he soon realized that there are blood stains on every wooden surface in the apartment. Can he somehow remove these stains?",18
451,451,"My father spilled some motor oil on my precious new kitchen table and it, of course, left permament stain. Is there anything I can do about it?",18
452,452,Is it possible to remove grease stains from wooden toys?,18
453,453,Removing chocolate stains from mahogany.,18
454,454,Cleaning vanilla from chairs made of oak-tree wood.,18
455,455,What kind of stains can be removed from wooden objects?,18
456,456,Is there any way of removing tar stains from a wooden wardrobe?,18
457,457,My sister knocked over a pitcher of cherry juice and now my entire parquet floor is messy. How can I clean this up?,18
458,458,I've been using this wooden cutting board for years but now it's rather smelly and dirty after all that extensive usage. Are there some tips to get it back in shape?,18
459,459,How one should go about removing stains from a wooden surface?,18
460,460,Are there some detergents that work well with wood? My wooden cabinet has coffee stains all over it.,18
461,461,I've been scrubbing this wooden floor for hours but I can't remove these wine stains. Am I doing something wrong?,18
462,462,How can I remove some old stains from wooden doors without damaging them? They are unique and they should be preserved in a best way possible.,18
463,463,Friend told me that you could clear wooden floors with a mixture of oil and vinegar but that sounds kinda silly? Anyone tried it yet?,18
464,464,What are some homemade cleaner recipes for wooden surfaces?,18
465,465,Loads of mosquitos come into my room every night. How can I get rid of them?,19
466,466,I live near a river and all sorts of bugs (especially musquitos) come into my home regularly. What can I do?,19
467,467,Stopping bugs from entering my home.,19
468,468,How do I prevent insects from going inside my home?,19
469,469,"At night I have to have my light on, and this attracts huge amounts of insects and bugs. Can I do something about this?",19
470,470,Can I somehow stop flies and similar bugs from constantly coming into my apartment. They're everywhere :S,19
471,471,"Is there anything I can do to fix my bug problem. A lot of them come into my home regularly, I have to do something about it.",19
472,472,"What options do I have to remove insects from my house, I live in an area near a swamp so this is a big problem for me.",19
473,473,"I don't have an airco in my flat, and when I open the window in the summer all possible kinds of bugs enter. How can I stop them from entering the apartment?",19
474,474,I have a bunch of flying cockroaches in my kitchen and not a single idea where they came from nor how to eliminate them. Any ideas?,19
475,475,Does anyone know how to get rid of moths? They're eating my clothes away...,19
476,476,I have numerous mosquitos biting me every night. I've tried everything from tablets to sprays and nothing worked. Ideas?,19
477,477,"Whenever I cook in the kitchen and open the window, dozens of flies come and attack the food. How can I get rid of them?",19
478,478,My friends has discovered some kind of flying ants in his apartment. Any ideas on how to sistematically eliminate them?,19
479,479,"I have a house in the countryside and we ""share"" it with bats. How do you exterminate bats from your house?",19
480,480,How do you stop flying bugs coming in when the light is on and the window is open?,19
481,481,It's really hot so I have to open the windows which enable the insects to swamp our house. How can I stop this from happening?,19
482,482,Are there some kind of tight nets which could stop the mosquitos from entering my house through the windows?,19
483,483,Can someone recommend me some effective bug sprays?,19
484,484,I've been thinking about buying some bug zappers. Has anybody used it? Are they good?,19
485,485,What are some natural mosquito repellents?,19
486,486,I haven't been able to sleep for days because of all those mosquitos. Can I somehow ward them off?,19
487,487,My friend told me that if you burn a little sage or rosemary over coals that you can repel mosquitos quite successfully. Is it true?,19
488,488,I hate those big moths but I can't get rid of them on warm summer nights. Can somebody give me a hint?,19
489,489,What are the first steps I need to take in order to get rid of insects from my flat?,19
490,490,My apartment over summer is always a hell as so many bugs infest it and I would want to kill them as fast as possible.,19
491,491,Me opening the windows is just an invitation for all those annoying bugs to enter my home.  I've tried some bug sprays but they are not working. Ideas?,19
492,492,Is time travel possible?,20
493,493,Can I go to the future?,20
494,494,Is it possible to travel to the past?,20
495,495,How can I build a time machine?,20
496,496,Can I go back in time to the middle ages and find Camelot?,20
497,497,Could one change his past and affect the present?,20
498,498,I want to go to the future where they have flying cars. Is science close to making that possible?,20
499,499,I heard that looking at the stars you are traveling through time. Can someone explain?,20
500,500,I firmly believe that I travelled through time to medievial London and came back. Does that make me crazy?,20
501,501,Will it ever be possible to build a time-travelling machine?,20
502,502,What kind of fuel does a time-machine use?,20
503,503,I heard that the discovery of the Higgs boson theoretically allows for time-travelling. True or false?,20
504,504,"I watched ""Back to the future"" and I wonder if time-travelling will ever be possible.",20
505,505,"If we were able to travel to the past, would I be able to meet myself from the past?",20
506,506,What is the physical foundation for time-travelling? Is there any setting in which it would be possible?,20
507,507,What one is more feasible -- a time-travelling machine or a teleporter?,20
508,508,Can one travel through time?,20
509,509,"Concept of time travel is often tackled in many TV shows and movies, but are there some real advances in this field?",20
510,510,Is it possible to visit different time periods?,20
511,511,"I've heard a gossip that a time machine actually exists, but it is kept out of sight by some secret agencies. Is this true?",20
512,512,What makes the time travel impossible?,20
513,513,"Will time travel car machine from  ""Back to the Future"" movies ever exist?",20
514,514,I really I wish I could change some of my decisions because they really made my life miserable at moments. Will something like that soon be possible?,20
515,515,Medieval times are so astonishing. I wish I could visit them! Any advances on building a real life time machine?,20
516,516,What happens if more people go to the past and change something in a totally opposite way? What change will persist?,20
517,517,Can somebody explain me the concept of temporal paradox?,20
518,518,"I've heard about timelines (in the perspective of time travel), what are those?",20
519,519,"My floor is squeaking, it's really irritating. What can I do about it?",21
520,520,How to make a squeaky floor more silent.,21
521,521,Fixing floorboards that constantly make noise.,21
522,522,My floor makes loud sounds whenever someone makes the slightest step. Can I at least partially fix this?,21
523,523,My kids love running around the apartment. However this causes some problems for the elderly neighbours. Can I repair the wooden floor to be less squeaky?,21
524,524,My floor is awful. It's made of wood and it makes a lot of noise. Enough to wake someone up. Can we repair it somehow?,21
525,525,The floorboards in my apartment are squeaking all the time. Can I make them quieter?,21
526,526,Repairing a squeaky wooden floor.,21
527,527,"When I walk, my wooden floor squeaks. How do I stop it (it's very irritating)?",21
528,528,I have a very old wooden cottage in the forest. Everything is great except for the squeaking floor. Is there any way to make wooden floor stop squeaking?,21
529,529,Fixing thw wooden panels so they don't make strange squeaky sounds when walking,21
530,530,I have several wooden plates on the floor. They were great in the beginning but lately they started producing odd squeaky sounds. What could have caused it?,21
531,531,Is there a standard cure for squeaking wooden floor?,21
532,532,"I had a small flood in my apartment and now the wooden parquet tiles have risen and are squeaking. I dried them and put them back in place, but they're still squeaking. Any suggestion?",21
533,533,"Our parquet squeaks when my wife walks (not when I walk, but she is some 50 pounds heavier than me). How can I stop it from making these sounds?",21
534,534,Our wooden floor makes strange sounds when my little boys run over it (though not when one only walks on it). Is there any way to fix this?,21
535,535,"I often come home late when my wife is already asleep. However, I always wake her up as the parquet floors really squeaky! Can you somehow make them less squeaky?",21
536,536,How to silence my squeaky floor?,21
537,537,Are there some really simple tips to make your floors less squeaky?,21
538,538,I've heard that you can make the floors less squeaky by reducing the wood-on-wood rubbing between the planks by using powdered graphite. Is that true?,21
539,539,I don't have access to the floor planks from below as the floor is finished. How can I go about making my floor squeakiness?,21
540,540,Is it okay just to drive short screws through the floor in order to make it less squeaky? I am no carpenter and I wouldn't like to damage floor completely.,21
541,541,Can I fix the floor panels which are squeaking by myself or do I have to call a carpenter to do it?,21
542,542,My floors are so noisy when I walk over them and it's driving me crazy! Are there some quick and dirty solutions for this?,21
543,543,I really like the doors like in western saloons. How do I install one at home?,22
544,544,What sort of hinges should I use for a saloon door?,22
545,545,My son is really into cowboys so I thought i'd install a saloon door for his room. How do I go about this?,22
546,546,"I bought a saloon door but don't know how to set it up (hinges, tools etc.). Help!",22
547,547,Instructions for putting up a saloon door in my home.,22
548,548,How do I install saloon type door in my apartment?,22
549,549,How do I get those doors that can swing both ways (like in cowboy movies). Can I put them up myself?,22
550,550,What hinges are used for a door that can swing both forwards and backwards (like in westerns).,22
551,551,I want to put a saloon door as an entrance to my room. What kind of hinges do I need?,22
552,552,Where can I buy saloon doors and corresponding hinges?,22
553,553,I bought the saloon doors and they also sold me appropriate hinges but now I have no idea how to set the doors up. Any help is appreciated.,22
554,554,At what height should I put the hinges for the saloon doors?,22
555,555,What is the maximum weight of the saloon doors that the standard hinges can support?,22
556,556,I need to buy the super strong screws for screwing in the hinges for the heavy saloon doors.,22
557,557,What hinges are better for saloon doors? Back-rotating or front-rotating ones?,22
558,558,I'd like to put in the swinging doors on my house (like those of saloons in western movies) but I don't have a clue how to start.,22
559,559,At what height should I install hinges for my saloon doors?,22
560,560,How to properly install those western-like doors in my pub?,22
561,561,Is harder to install saloon or regular doors?,22
562,562,Are there some common pitfalls in the installation of the saloon doors?,22
563,563,Can someone give me some tips how to effortlessly install saloon doors?,22
564,564,I am having trouble finding the optimal height for my saloon doors? Does anybody know the standard height?,22
565,565,Is there some kind of tutorial on the installation of saloon doors?,22
566,566,How can I easily replace the saloon doors hinges? These are worn out.,22
567,567,How to remove knob from a door?,23
568,568,My husband is having a hard time removing the handle from our bathroom door. Any instructions?,23
569,569,I have a knob that I need to take off. But it doesnt have any screws. What do I do?!,23
570,570,I need to get rid of a knob on an old door. How do I go about this?,23
571,571,How to take off unscrew handle when there are no visible screws holding it in place.,23
572,572,How can I get the knob off my basement entrance. I'd rather not have to call a locksmith.,23
573,573,I've bought a decent old door but i want to install a knew handle. I can't get the old one off though. Any advice?,23
574,574,I think I'm gonna go crazy. I've been trying to remove the handle from a door for 2h and I can't do it :S Help!,23
575,575,I need to replace the plastic door handle with a wooden one but I can't take off the plastic one. Help!,23
576,576,I have a strange Victorian door handle on one of my doors and I'd like to take it off but I don't know how. There are no screws or anything.,23
577,577,How do you remove a door handle if you don't have a screwdriver?,23
578,578,The front door of my house are a thick iron doors with the handle weld to the doors. Is there a way to replace just a handle?,23
579,579,I grabbed the door handle and it broke. Now it's half of the handle and I can't take it off. Advice appreciated.,23
580,580,"I've changed several handles on one door and none of them worked properly. However, I'm unable to remove this last one from the door, it's stuck.",23
581,581,I had a break-in last night and now I want to change my locks but I can't remove a knob. Can somebody shed some light on this?,23
582,582,How to reach the knob screws? I can't seem to find them and I really want that knob removed from my door.,23
583,583,How to replace a door handle with no visible screws?,23
584,584,I am changing the door knobs in my house but I am not sure whether the new ones will fit? Is there some kind of standard?,23
585,585,Is there a manual on replacing the door knobs available online? Can somebody link it?,23
586,586,How to remove the door handle? This one is really old and ugly.,23
587,587,"I am having trouble replacing the door knob on this one door. It just won't come off, it's like it's glued!",23
588,588,"I don't want to pay extra to get my door knobs replaced, can I do it myself?",23
589,589,How do I set up and electrical outlet?,24
590,590,I need to install a power outlet but I'm afraid I'll get electrocuted. Any tips?,24
591,591,I've build and additional room for my house and now I need to set up a power socket. How can I do this?,24
592,592,Instructions for putting in an electrical outlet.,24
593,593,I've bought a new house and I need to add a power socket in my garage. How to I go about this?,24
594,594,Can you tell me how to safely install a power outlet?,24
595,595,I'd like to add an additional two power socket in my son's room (he needs it for computer and guitar). What's the easiest way of doing this?,24
596,596,How can I have more electrical sockets in my home.,24
597,597,"Can someone give me detailed instructions on how to install an eletricity socket? I'm very afraid of the electricity, but there's no one else who can do it for me.",24
598,598,"I need a power outlet in my kitchen, but I'm not sure if I have any power lines nearby. Is it possible to put the socket wherever I want?",24
599,599,I need to drill holes for two power plugs/sockets in my wall and connect them to the electricity grid of the apartment. How do I do that?,24
600,600,How hard is it to set up a new electrical socket? Can I do it myself or do I need to pay an electrician?,24
601,601,What's the best location for setting up a new power plug? What does it depend on?,24
602,602,"I have a very thin wall (10cm thick). Can I install the power socket in that wall? If so, how exactly?",24
603,603,Can you explain how to install a new power outlet to someone who knows nothing about electricity?,24
604,604,Please help! I urgently need to set up a new power plug and I've never done it before.,24
605,605,My power socket doesn't seem to be working. What can be wrong with it?,24
606,606,I am tired of having a hundred power strips laying around my flat so I'd gotten an idea of installing some additional power sockets. How can I do it in an easy way?,24
607,607,There was a horrible thunderstorm last night and the power sockets are burnt. How can you replace a powersocket?,24
608,608,Is there something to keep your attention to when changing the power sockets around the house?,24
609,609,"One of my electrical sockets is burning hot and melting, what could be the case?",24
610,610,How to properly install a power socket?,24
611,611,How to check whether a power socket actually works or not?,24
612,612,I'd want to make my son's room a little bit tidier by getting some new electrical sockets for his gadgets in place of old and dusty extension blocks. Some tips?,24
613,613,Do you need to an electrician to be able to install a new power socket? Is it difficult to do so?,24
614,614,How can I make my toilet use less water?,25
615,615,"I think I use huge amounts of water in my bathroom (toilet/shower), can I reduce it?",25
616,616,How can I save water that I use in the bathroom?,25
617,617,Do you have any tips on how to be more efficient in using water for toilet and showers?,25
618,618,"My toilet uses a lot of water, even though the tank is not that big. Is there some trick to reduce it?",25
619,619,I think I'm spending too much water. Any ways to save up more water since its not that cheap here where I live?,25
620,620,Instructions on using smaller amounts of water monthly (it goes mostly on shower/toilet/laundry).,25
621,621,How can I save up on my water bills.,25
622,622,Is there any way to make my toilet spend less water when flushing?,25
623,623,When I flush (especially after having #2) my toilet uses galons of water.,25
624,624,How much water should a toilet use when you flush? Mine uses a couple of liters and it seems too much.,25
625,625,Can I buy a toilet cistern that spends less wtare on flushing?,25
626,626,What is the normal amount water released in toilet when flushing? I think my toilet releases too much.,25
627,627,What are the options for optimizing water usage in the apartment? I believe I spend too much water when flushing wc.,25
628,628,What are some general water saving tips in the bathroom?,25
629,629,How to better understand your water use in bathroom and improve it?,25
630,630,Are there some low-flow toilets which will help me spare some water?,25
631,631,My water bill is quite high these few past months. I don't want to spend such a huge portion of my paycheck to pay for water. What can I do?,25
632,632,How to properly dose your water usage in the bathroom?,25
633,633,My kids are wasting so much water in bathroom. Does anybody have some simple and easy water saving tips for kids?,25
634,634,"How can I save some water in the shower (except for showering for a shorter time, that one is obvious)?",25
635,635,Are there types of plumbing fixtures which uses less water? I am really wasting too much water and I want to put a stop to it.,25
636,636,How to get rid of pigeons that constantly make a mess on my patio.,26
637,637,My balcony is being demolished by pigeons that come daily. What can I do?,26
638,638,My front porch is full of feces that pigeons produce. Can I somehow scare them away?,26
639,639,"I've got a serious bird problem. My entire house is becoming full of nests, and the birds are not very clean :S.",26
640,640,Instructions on how to remove unwanted birds nests from my home.,26
641,641,Instructions on preventing birds from making a huge mess in my front lawn.,26
642,642,"My balcony is becoming unusable since birds started taking it over. I don't know what to do, please help!",26
643,643,How do I stop birds from making nests in my attic.,26
644,644,I have a bunch of pigeons that constantly release dump in my attic. I would close the window but than the stink is unbearable.,26
645,645,I want to know how to make pigeons stop crapping on my doorway.,26
646,646,My balcony is full of pigeon poop. How can I stop pigeons from pooping on my balcony?,26
647,647,"The other day I saw my 2-year old son playing with pigeon feces on the patio!!! I don't want to restrain my son from going outside, so how do I stop pigeons of doing this to my patio?",26
648,648,"There is at least 20 pigeons circling around my house and keep defecating my balcony. It's literally covered in pigeon feces, even though I clean it every morning.",26
649,649,I have a bunch of pigeons stuck in my attic and don0't know how to get them out -- they refuse to fly out the window. My attic is covered in feathers and bird feces. Help!,26
650,650,Pigeons are having a party on my balcony! How do I make them go away?,26
651,651,"Help me, I have a flock of pigeons in front of my house and it's hard to get out of the house without being pooped on!",26
652,652,"I am not an animal hater, but I really don't like those birds making nests under my roof. Can I somehow drive them away for good?",26
653,653,Is there a way to prevent birds from doing mess on my balcony?,26
654,654,Some annoying birds always knock over some little stuff from my windowpane. I've tried chasing them away but they keep coming back. Any ideas?,26
655,655,Is there an easy way to deter birds from your garden and home?,26
656,656,Is there something like scarecrow to scare away birds from my balcony?,26
657,657,What is the easiest way of keeping the birds out my attic? Can something deter them from doing so?,26
658,658,Can somehow give a few tips on scaring the birds so that they don't come back eventually?,26
659,659,"No matter how much I try, those damn sparrows always make a nest under my roof. What can I do to stop this from happening?",26
660,660,Icicles keep building up on the edge of my roof. Can I stop this?,27
661,661,Every winter its the same story. Huge icicles on the sides of my house. Can I fix this?,27
662,662,"Same as last winter, my new house has large pieces of ice coming off the roof. What could be the problem?",27
663,663,The building I own has huge icicles forming regularly on the roof. The tenants of the topmost floors are complaining. Can I repair this?,27
664,664,"Hanging piecese of ice on my building are becoming a danger (they could break off and hurt someone). I must get rid of them, but i don't know how.",27
665,665,Is a warmer temperature in my attic the reason for huge icicles on my home? Can I somehow stop heat from the house leaking into the attic?,27
666,666,"There are big icicles forming on and ""falling"" off my roof. I'm not sure why this happens but is there anything I could do about it?",27
667,667,"Can I stop ice forming on the sides of my building, they seem dangerous.",27
668,668,It was very cold and there was some rain or something and it froze. Now I have huge icicles hanging from the roof. How do I safely remove them?,27
669,669,How di I prevent icicles from forming in the winter when it's cold and humid?,27
670,670,Yesterday a big icicle fell of the roof and nearly hit my child. I need to remove them all ASAP. Any advice?,27
671,671,Does anyone know how icicles form on the edge of my roof? They look very dangerous and I'd like to eliminate them.,27
672,672,"My roof is strangely shaped and very suitable for holding water, which freezes when it's below zero and icy spikes form. How can I stop this from happening?",27
673,673,Icy spikes keep forming on the edge of my roof. The roof is really high and I don't know how to take them off.,27
674,674,Does anyone have experience with removing sharp pieces of ice from the roof. They keep falling and I'm afraid they might hurt someone.,27
675,675,Is it normal to have dozens of icicles hanging from the roof? Can I melt them somehow with roof heating?,27
676,676,How to prevent ice spikes from appearing on the ends of my roof?,27
677,677,Is there an easy way of preventing the icicles from appearing?,27
678,678,Last year an icicle broke off and almost hit my son. I wouldn't like this to happen again. How can I ensure that no icicles will form during the winter?,27
679,679,Those damn ice spikes are annoying and dangerous! I want to get rid of them for good! Any ideas?,27
680,680,"Icicles are so nice and fun, but only for a short period of time. They are soon a nuisance. What can I do to prevent them?",27
681,681,How to make sure that no icicles will form on the roof edge?,27
682,682,Does the forming of icicles have something to do with the building insulation? Will improving the insulation stop them from forming?,27
683,683,"I hate those sticks of ice hanging from my roof, whatever they are called! What can I do to ensure that there are fewer of them next winter?",27
684,684,"I've got some old wooden chairs, they aren't as stable as they used to be. Can I still fix them?",28
685,685,How do I repair loose wooden dining chairs. Is there a special glue?,28
686,686,How can I make loose chairs more stable?,28
687,687,Is there any way to use screws or glue to fix unstable chairs (they are made of wood)?,28
688,688,What would be the best way to go about making loose wooden chairs usable again?,28
689,689,My grandpa gave me some old wooden chairs from his attic. They are pretty good but it seems over time they got a bit loose. How can I fix them?,28
690,690,"In a house i bought i got some chairs. But they aren't very stable, I will need use glue to fix them. Any suggestions on what brand is best for the job?",28
691,691,Stopping loose chair from getting looser and fixing it.,28
692,692,"I have some really old chairs in my kitchen that have become very shaky (unstable). I'm emotionally attached to them, so I don't want to replace them. Can I glue them or use extra screws to fix them?",28
693,693,I have a chair whose one leg keeps falling off. Is it better to glue it to the chair seat from below or to use screws?,28
694,694,How do you fix a loose wooden chair?,28
695,695,"I have a loose wooden chair and I used superglue to fix it, but it didn't help. What else can I try?",28
696,696,I need to fix a wooden porch chair whose armholds keep falling off. What should I use?,28
697,697,My wife thinks I can't fix anything around the house because of this ancient chair that's looser than grandmas tits. How do I fix an old loose chair?,28
698,698,How many different ways are there fir fixing an unstable wooden chair?,28
699,699,What type of glue would you recommend for repairing a chair that's become unstable,28
700,700,My favourite wooden chair is getting loose. How should I fix it with little to no cost?,28
701,701,How to tighten loose chair legs?,28
702,702,I've been using this pretty wooden chair for years but now it is getting a little bit wobbly. How should I get it back in shape?,28
703,703,What kind of glue do you need to reglue an worn-out wooden chair?,28
704,704,How hard is it to reglue a wooden chair? Are there any tips on how to do it?,28
705,705,I have a feeling that my mom's favourite rocking chair is getting wobbly. Is there an easy way to fix it as she really likes it?,28
706,706,Can somebody tell me some guidelines on how to make an old wooden chair more firm and stable?,28
707,707,I want a nice and concise answer: How to easily fix a wobbly chair?,28
708,708,How to increase the efficiency of my car with respect to fuel expended?,29
709,709,Is there a special way to drive to decreasse my fuel consumption?,29
710,710,How to use less gas in my car?,29
711,711,I want to save some money on gas. What can I do to make my car use less gas?,29
712,712,Are there any simple tweaks one can do to a car to make it more fuel efficient?,29
713,713,How can I make my fuel mileage bigger?,29
714,714,I feel my car is using too much gas. Can I make some cheap modifications that would fix this?,29
715,715,What should I do to reduce the fuel required by my car while not affecting the mileage?,29
716,716,I need to decrease the fuel consumption of my car. What are the best strategies?,29
717,717,"I have a sporty style of driving, can I reduce the fuel consumption by changing the driving style?",29
718,718,How do I increase the number of miles that I can cover with a single fuel tank?,29
719,719,My car is spending a really big amounts of gasoline. What can I do to lower it's fuel consumption?,29
720,720,The fuel consumption of my car has seriously increased lately? Has it just become less efficient or do I have a malfunction?,29
721,721,How many miles should a 1.6V engine be able to cover with 50L of gasoline? I think my car's engine is extremely inefficient.,29
722,722,I have a MAN truck and it spends much more gas than in the specs. What do I need to do to make my gasoline consumption as in the truck specifications?,29
723,723,Please tell me how to reduce the gasoline consumption of a car. I spend way too much money on fuel.,29
724,724,How to reduce the car gas consumption?,29
725,725,Is there any way to improve car's fuel efficiency?,29
726,726,What are some simple tips on saving some gas while driving on a highway?,29
727,727,I've been really taken aback when I realized that my car used an entire fuel tank in only a week. Am I doing some stupid mistake or is something wrong with my car?,29
728,728,How can one save some gas while not losing much in terms of car performance?,29
729,729,Are there some driving tips that would help me save some gas?,29
730,730,Does properly maintained engine improve mileage by some margin or is it a myth?,29
731,731,What are the crucial factors that increase the car gas consumption?,29
732,732,Instructions on how to use a volt meter.,30
733,733,What is the proper way to read a volt meter?,30
734,734,What unit of measure does a voltmeter use?,30
735,735,What does a volt meter measure?,30
736,736,How to properly connect a volt meter?,30
737,737,Is it true that a volt meter can burn out if connected incorrectly?,30
738,738,What would a volt meter be good for?,30
739,739,How do I interpet the readings of a volt meter?,30
740,740,I have a voltemeter Omega N34Y and I'm unable to turn it on. Help!,30
741,741,"What does the ""U"" arrow on the voltmeter mean?",30
742,742,Where do I plug in a voltmeter in order to measure the voltage in my apartment?,30
743,743,"I'm measuring some really small voltages but my digital voltmeter keeps reporting ""High voltage"" warning. Why?",30
744,744,Is it possible that the voltage of a battery is zero? My voltmeter shows zero when I connect it to the ends of an AAA battery.,30
745,745,How do you measure ampers with a voltmeter?,30
746,746,I need detailed instructions on measuring the voltage in my house using the Samsung G3800 voltmeter.,30
747,747,How do you switch off the Samsung G3800 voltmeter?,30
748,748,When I should be using voltmeter and how?,30
749,749,"I've hooked up the voltmeter but the needle is not moving, it stays at 0? What could be the problem?",30
750,750,Can you actually believe the voltmeter? Are there some factors that you should be aware of?,30
751,751,Is there a newbie-friendly manual which explains how voltmeter is used?,30
752,752,Why does the voltmeter connect in parallel and an ammeter not?,30
753,753,How do you connect voltmeter?,30
754,754,What does the voltmeter's arrow point to?,30
755,755,What are some general tips on using the voltmeter?,30
756,756,How can one measure voltage?,30
757,757,Is there some kind of device which measures voltage in a straightforward way? Any information would be great!,30
758,758,How do I get rid of wine stains on a carpet.,31
759,759,"My friend spilled his wine on my carpet. Now I have to clean it up, how do I do that?",31
760,760,We had a party last night. Needless to say some wine got spilled on my rug. What cleaning agent is best to use now?,31
761,761,My girlfriend spilled some wine on the floor last night. Now I have to get the stain out of the carpet. How do I go about this?,31
762,762,Removing wine stains from carpets. I've tried water and soap but it doesn't seem to work.,31
763,763,Was drinking some pinot the other day and dropped the glass. Now I have to get the stain out of the rug. Help!,31
764,764,"My kid knocked down a full bottle of champagne on the carpet. Now I have to remove the consequences :), but how?!",31
765,765,Is it possible to remove from a carpet stains made by wine?,31
766,766,"I have stains from rose wine on my carpet, how do I clean them off?",31
767,767,"I was having a romantic night with my girlfriend but then she spilled some red wine on my white woolen rug! I'm unable to remove the stain, and I've tried virtually everything. Help!",31
768,768,A Persian carpet stained with red wine. Advice on cleaning needed.,31
769,769,My cat flipped an open bottle of wine onto my new carpet. What is best to use to take the stains off?,31
770,770,"When cleaning wine stains from carpets and rugs, is it ok to use salt?",31
771,771,I'd like to use whatever it takes to take off the red-wine stains from the carpet but without damaging the carpet in any way.,31
